ISBN,AUTHOR,TITLE,ED,YEAR,DIS,CURR,PRICE,STREAM,SUBJECT,LEVEL
9789354651854,MANISHA JINDAL,STUDENT’S MANUAL MBBS FOUNDATION COURSE,1/E,2022,35.00%,INR,250,MEDICAL,MEDICAL EDUCATION,UG BASIC
9789351526230,RAMAN KALIA,PEDIATRIC NURSING PROCEDURES,2/E,2015,37.50%,INR,450,NURSING,CHILD HEALTH (PEDIATRIC) NURSING,NURSING CLINICAL
9789390281411,TEJINDER SINGH,PRINCIPLES OF MEDICAL EDUCATION,5/E,2021,30.00%,INR,695,MEDICAL,MEDICAL EDUCATION,PG
9789390595099,JOGINDRA VATI,COMMUNICATION & EDUCATION TECHNOLOGY,1/E,2022,37.50%,INR,395,NURSING,COMMUNICATION AND EDUCATIONAL TECHNOLOGY,NURSING BASIC
9789352708017,A PARTHASARATHY,IAP TEXTBOOK OF PEDIATRICS,7/E,2019,30.00%,INR,4250,MEDICAL,PEDIATRICS,PG
9789386150240,PANKAJA NAIK,TEXTBOOK OF BIOCHEMISTRY FOR BSC NURSING,1/E,2022,37.50%,INR,295,NURSING,BIOCHEMISTRY,NURSING BASIC
9789390595556,MANAVJIT SINGH SANDHU,AIIMS-MAMC-PGI'S COMPREHENSIVE TEXTBOOK OF DIAGNOSTIC RADIOLOGY (4 VOLS),3/E,2021,45.00%,INR,21995,MEDICAL,RADIOLOGY,PG
9788184483413,J SELVASEKARAN,ESSENTIALS OF COMPUTER FOR NURSES,1/E,2008,37.50%,INR,550,NURSING,COMPUTER EDUCATION,NURSING BASIC
9789389129021,NISHA CLEMENT,ESSENTIALS OF COMMUNICATION AND EDUCATION TECHNOLOGY,2/E,2019,37.50%,INR,850,NURSING,COMMUNICATION AND EDUCATIONAL TECHNOLOGY,NURSING BASIC
9789352700110,HCL RAWAT,CUMULATIVE STUDENT ACTIVITY RECORD OF CINICAL EXPERIENCE FOR BASIC BSC NURSING PROGRAM(LOG BOOK),2/E,2017,37.50%,INR,295,NURSING,CLINICAL RECORD BOOK,NURSING CLINICAL
9789386261090,N VENKATESH PRAJNA,ARAVIND FAQS IN OPHTHALMOLOGY,2/E,2019,35.00%,INR,1495,MEDICAL,OPHTHALMOLOGY,PG
9789389188820,YOGESH D,"LOGBOOK FOUNDATION COURSE FOR FIRST MBBS STUDENTS
",1/E,2020,35.00%,INR,395,MEDICAL,RECORD BOOK,UG BASIC
9789354656361,SANDHYA A KAMATH,API TEXTBOOK OF MEDICINE (2 VOLUMES),12/E,2022,30.00%,INR,5500,MEDICAL,INTERNAL MEDICINE,PG
9781787791626,MICHAEL DOUEK,TAYLOR'S RECENT ADVANCES IN SURGERY 40,1/E,2022,35.00%,INR,1395,MEDICAL,SURGERY,PG
9789386322890,PRAFULLA KUMAR MAHARANA,OPHTHALMOLOGY CLINICS FOR POSTGRADUATES,1/E,2017,35.00%,INR,1595,MEDICAL,OPHTHALMOLOGY,PG
9789352707614,RAJESH KUMAR,NURSING RESEARCH & STATISTICS,2/E,2019,37.50%,INR,595,NURSING,NURSING RESEARCH AND STATISTICS,NURSING CLINICAL
9789386261816,GOWRI SAYEE JAGADESAN,MIDWIFERY CASEBOOK FOR PC BSC NURSING,1/E,2020,37.50%,INR,700,NURSING,CLINICAL RECORD BOOK,NURSING CLINICAL
9789390595464,GURPREET S WANDER,POSTGRADUATE MEDICINE 3 VOLUMES,1/E,2022,35.00%,INR,4250,MEDICAL,INTERNAL MEDICINE,PG
9789350251003,MALLIKA BALU,ENGLISH FOR NURSES,1/E,2011,37.50%,INR,650,NURSING,ENGLISH,NURSING BASIC
9789350258781,CLEMENT I,MANUAL OF COMMUNITY HEALTH NURSING,1/E,2012,37.50%,INR,750,NURSING,COMMUNITY HEALTH NURSING,NURSING BASIC
9789388958554,ATUL PRABHAKAR KULKARNI,CASE-BASED REVIEW IN CRITICAL CARE MEDICINE: A COMPREHENSIVE PREPARATORY BOOK FOR THE EXAMINEE,1/E,2019,35.00%,INR,1550,MEDICAL,CRITICAL CARE,PG
9789390595365,SHALU BATHLA,TEXTBOOK OF PERIODONTICS,2/E,2021,30.00%,INR,1595,DENTISTRY,PERIODONTICS,DENTISTRY CLINICAL
9789352706907,APURBA SANKAR SASTRY,ESSENTIALS OF HOSPITAL INFECTION CONTROL,1/E,2019,35.00%,INR,1595,MEDICAL,MICROBIOLOGY,PG
9789390595297,PR NALINI,PRINCIPLES OF PSYCHOLOGY FOR GRADUATE NURSES,1/E,2021,37.50%,INR,395,NURSING,PSYCHOLOGY,NURSING BASIC
9789389587159,CLEMENT I,NURSING SOLVED QUESTION PAPERS FOR BSC NURSING 3RD YEAR 2019-2014,4/E,2021,37.50%,INR,695,NURSING,MULTI SUBJECT,NURSING CLINICAL
9789351521914,GEORLY GEORGE,TEXTBOOK OF COMMUNITY HEALTH NURSING,1/E,2014,37.50%,INR,495,NURSING,COMMUNITY HEALTH NURSING,NURSING BASIC
9789389188325,VP VARSHNEY,"PRACTICAL PHYSIOLOGY: A STUDENT’S WORKBOOK
",1/E,2019,35.00%,INR,795,MEDICAL,PHYSIOLOGY,UG BASIC
9789351524076,BASAVANTHAPPA BT,"MEDICAL SURGICAL NURSING (2VOLS) WITH 2 FREE COMPANION BOOKS:PRAC.WORKBOOK,HB OF MED.SUR.NUR.",3/E,2015,37.50%,INR,2850,NURSING,MEDICAL SURGICAL NURSING,NURSING CLINICAL
9789351523338,RAMNIK SOOD,CONCISE BOOK OF MEDICAL LABORATORY TECHNOLOGY: METHODS & INTERPRETATIONS,2/E,2015,35.00%,INR,1295,ALLIED,GENERAL,ALLIED
9789389776782,MOHD SUHAIL JOGI,FUNDAMENTALS OF CLINICAL NURSING,1/E,2020,37.50%,INR,495,NURSING,CLINICAL RECORD BOOK,NURSING BASIC
9789350254844,MN CHATTERJEA,TEXTBOOK OF MEDICAL BIOCHEMISTRY,8/E,2012,30.00%,INR,1995,MEDICAL,BIOCHEMISTRY,UG BASIC
9789354651052,MANISH KUMAR VARSHNEY,ESSENTIAL ORTHOPEDICS  (2 VOLUMES) PRINCIPLES & PRACTICE,3/E,2022,35.00%,INR,8495,MEDICAL,ORTHOPEDICS,PG
9789354655869,JYOTIRMOY PAL,LC GUPTA’S PRACTICAL STANDARD PRESCRIBER,10/E,2022,30.00%,INR,595,MEDICAL,INTERNAL MEDICINE,UG CLINICAL
9789354652042,ATUL P KULKARNI,COMPREHENSIVE CLINICAL ANESTHESIA,1/E,2022,35.00%,INR,2750,MEDICAL,ANESTHESIOLOGY,PG
9789390595136,RANJAN KUMAR PEJAVER,TEXTBOOK OF CLINICAL NEONATOLOGY,1/E,2021,35.00%,INR,4250,MEDICAL,NEONATOLOGY AND PERINATOLOGY,PG
9788194709022,SM TULI,"TUBERCULOSIS OF THE SKELETAL SYSTEM (BONES, JOINTS, SPINE AND BURSAL SHEATHS)",6/E,2021,35.00%,INR,1595,MEDICAL,ORTHOPEDICS,PG
9789350901816,CECY CORREIA,PRINCIPLES & PRACTICE OF NURSING SENIOR NURSING PROCED.VOL.2,1/E,2013,37.50%,INR,550,NURSING,NURSING PRACTICE AND PROCEDURES,NURSING BASIC
9789390281435,AK DEBDAS,DRUG HANDBOOK IN OBSTETRICS AND GYNECOLOGY,4/E,2022,35.00%,INR,1095,MEDICAL,OBSTETRICS AND GYNECOLOGY,PG
9789352702343,RAMADAS NAYAK,HISTOPATHOLOGY TECHNIQUES AND ITS MANAGEMENT,1/E,2018,35.00%,INR,1095,MEDICAL,PATHOLOGY,PG
9788171798681,LC GUPTA,MANUAL OF FIRST AID (HINDI),1/E R.P.,2010,37.50%,INR,450,NURSING,FIRST AID NURSING,NURSING BASIC
9789386261830,JAGDISH CHANDER,TEXTBOOK OF MEDICAL MYCOLOGY,4/E,2018,35.00%,INR,3750,MEDICAL,MICROBIOLOGY,PG
9789385999086,RAMADAS NAYAK,TEXTBOOK OF PATHOLOGY FOR BPT STUDENTS,1/E,2016,35.00%,INR,750,ALLIED,PATHOLOGY,ALLIED
9789352700370,HCL RAWAT,CUMULATIVE STUDENT ACTIVITY RECORD OF CLINICAL EXPERIENCE FOR GNM STUDENTS (LOG BOOK)AS PER INC GUID,1/E,2018,37.50%,INR,250,NURSING,CLINICAL RECORD BOOK,NURSING CLINICAL
9789390595303,DC JOSHI,HOSPITAL ADMINISTRATION,2/E,2022,35.00%,INR,1495,ALLIED,GENERAL,ALLIED
9789389776751,RASHMI VOHRA,MCQS IN REPRODUCTIVE ENDOCRINOLOGY AND INFERTILTIY,1/E,2020,35.00%,INR,995,MEDICAL,OBSTETRICS AND GYNECOLOGY,P&R
9789390595563,RAMADAS NAYAK,REVIEW OF POSTGRADUATE PATHOLOGY GENERAL PATHOLOGY,1/E,2022,35.00%,INR,2995,MEDICAL,PATHOLOGY,PG
9789354655593,GOVIND B CHAVHAN,MRI MADE EASY (FOR BEGINNERS),3/E,2022,35.00%,INR,1295,MEDICAL,RADIOLOGY,PG
9789352707027,VK MALHOTRA,BIOCHEMISTRY FOR STUDENTS,13/E,2019,35.00%,INR,695,MEDICAL,BIOCHEMISTRY,UG BASIC
9789354654954,SUKHBIR KAUR,TEXTBOOK OF NURSING MANAGEMENT AND SERVICES FOR BSC AND POST BASIC NURSING,2/E,2022,37.50%,INR,795,NURSING,NURSING MANAGEMENT AND ADMINISTRATION,NURSING CLINICAL
9789354653285,MANGALA KOHLI,MANUAL OF HISTOLOGY,1/E,2022,35.00%,INR,550,MEDICAL,ANATOMY,UG BASIC
9789386150721,BIKASH MEDHI,PRACTICAL MANUAL OF EXPERIMENTAL AND CLINICAL PHARMACOLOGY,2/E,2017,35.00%,INR,950,MEDICAL,PHARMACOLOGY,UG BASIC
9789354651472,KAVITHA K,A COMPREHENSIVE MANUAL OF PEDIATRIC NURSING PROCEDURES,2/E,2021,37.50%,INR,450,NURSING,CHILD HEALTH (PEDIATRIC) NURSING,NURSING CLINICAL
9789352704880,DEKAL V,"EXAM PREPARATORY MANUAL FOR UNDERGRADUATES FORENSIC MEDICINE & TOXICOLOGY(THEORY,PRACTICAL AND",2/E,2018,35.00%,INR,695,MEDICAL,FORENSIC MEDICINE AND TOXICOLOGY,UG BASIC
9789351527862,VIJAY KUMAR GAUTTAM,A COMPLETE TEXTBOOK FOR GNM INTERNSHIP,1/E,2015,37.50%,INR,650,NURSING,INTERNSHIP,NURSING CLINICAL
9789386150646,RAJESH KUMAR SHARMA,CLINICAL RECORD BOOK OF MEDICAL-SURGICAL NURSING FOR BSC 3RD YEAR (AS PER INC GUIDELINES),1/E,2017,37.50%,INR,450,NURSING,CLINICAL RECORD BOOK,NURSING CLINICAL
9789350904053,HCL RAWAT,CUMULATIVE STUDENT ACTIVITY RECORD OF CLINICAL EXPERIENCE FOR POST BASIC BSC NURSING PROGRAM(LOGBK),1/E,2013,37.50%,INR,250,NURSING,CLINICAL RECORD BOOK,NURSING CLINICAL
9789354650109,MAHESHWARI LOGANATHAN,ESSENTIALS OF FIRST AID FOR NURSING (AS PER REVISED INC SYLLABUS),2/E,2022,37.50%,INR,350,NURSING,FIRST AID NURSING,NURSING BASIC
9788184482386,JAIKUMAR,POCKET MANUAL OF COMMUNITY HEALTH NURSING,1/E,2008,37.50%,INR,450,NURSING,COMMUNITY HEALTH NURSING,NURSING BASIC
9789352701650,NIHAL THOMAS,A PRACTICAL GUIDE TO DIABETES MELLITUS,8/E,2018,45.00%,INR,2750,MEDICAL,ENDOCRINOLOGY AND DIABETOLOGY,PG
9789352705344,BABURAJ P,HARI'S ESSENTIALS OF CLINICAL MEDICINE,3/E,2018,30.00%,INR,895,MEDICAL,INTERNAL MEDICINE,UG CLINICAL
9789352705917,ASPI F GOLWALLA,A HANDBOOK OF EMERGENCIES,9/E,2019,35.00%,INR,695,MEDICAL,INTERNAL MEDICINE,PG
9789389587333,ZIA CHAUDHURI,POSTGRADUATE OPHTHALMOLOGY (2 VOLUMES),2/E,2021,35.00%,INR,9295,MEDICAL,OPHTHALMOLOGY,PG
9789352704095,GUNJAN S DESAI,EXAM PREPARATORY MANUAL FOR UNDERGRADUATES SURGERY,2/E,2018,35.00%,INR,850,MEDICAL,SURGERY,UG CLINICAL
9789352702565,HIMALAYANI SHARMA,CLINICAL RECORD BOOK OF MEDICAL-SURGICAL NURSING,2/E,2018,37.50%,INR,650,NURSING,CLINICAL RECORD BOOK,NURSING CLINICAL
9789352705795,CLEMENT I,"NURSING SOLVED QUESTION PAPERS FOR GENERAL NURSING AND MIDWIFERY (1ST YEAR 2019-2010)
",4/E,2019,37.50%,INR,695,NURSING,MULTI SUBJECT,NURSING BASIC
9789350255070,HV NEMA,TEXT BOOK OF OPHTHALMOLOGY WITH DVD,6/E,2012,30.00%,INR,1350,MEDICAL,OPHTHALMOLOGY,UG CLINICAL
9789352702350,SONIA VAIDH DHIMAN,DRAVYAGUNA ADHARA FUNDAMENTALS OF DRAVYAGUNA (CCIM) (HINDI),1/E,2018,35.00%,INR,595,ALTERNATIVE MEDICINE,DRAVYAGUNA VIGHYAN,ALTERNATIVE MEDICINE
9789350902028,BALJIT KAUR,COMMUNITY HEALTH NURSING PROCEDURES,1/E,2012,37.50%,INR,350,NURSING,COMMUNITY HEALTH NURSING,NURSING BASIC
9789385891939,RN SRIVASTAVA,PEDIATRIC NEPHROLOGY,6/E,2016,30.00%,INR,1595,MEDICAL,PEDIATRICS,PG
9789352701575,KAMINI A RAO,THE INFERTILITY MANUAL,4/E,2018,35.00%,INR,3495,MEDICAL,OBSTETRICS AND GYNECOLOGY,P&R
9789386261595,ALAMELU VENKETARAMAN,NEWER TRENDS IN MANAGEMENT OF NURSING SERVICES AND EDUCATION,1/E,2017,37.50%,INR,695,NURSING,NURSING MANAGEMENT AND ADMINISTRATION,NURSING CLINICAL
9789389188677,LAKSHMANAN MOHAN,HANDBOOK OF COMMUNITY HEALTH NURSING,1/E,2020,37.50%,INR,350,NURSING,COMMUNITY HEALTH NURSING,NURSING BASIC
9781787791121,WILLIAM LEDGER,RECENT ADVANCES IN OBSTETRICS & GYNAECOLOGY 27,1/E,2020,35.00%,INR,1295,MEDICAL,OBSTETRICS AND GYNECOLOGY,PG
9789351529668,NEETA V KULKARNI,CLINICAL ANATOMY (A PROBLEM SOLVING APPROACH) (2VOLS) WTTH DVD-ROM,3/E,2016,30.00%,INR,2195,MEDICAL,ANATOMY,UG BASIC
9789389188554,SINGI YATIRAJ,OPHTHALMOLOGY SOLVED QUESTION PAPERS,4/E,2019,35.00%,INR,795,MEDICAL,OPHTHALMOLOGY,UG CLINICAL
9789350904954,MOHAMMAD MAQBOOL,TEXTBOOK OF EAR NOSE AND THROAT DISEASES,12/E,2013,35.00%,INR,1195,MEDICAL,OTORHINOLARYNGOLOGY/ HEAD AND NECK SURGERY,UG CLINICAL
9788184489149,SUDHAKAR GK,PHARMACOLOGY FOR NURSES,1/E,2010,37.50%,INR,450,NURSING,PHARMACOLOGY,NURSING BASIC
9789351523796,S NAMBI,PSYCHIATRY FOR NURSES AS PER THE SYLLABUS OF INC FOR BSC STUDENTS,2/E,2014,37.50%,INR,595,NURSING,MENTAL HEALTH (PSYCHIATRIC) NURSING,NURSING CLINICAL
9789389129212,SURENDRA K SHARMA,"TEXTBOOK OF TUBERCULOSIS & NONTUBERCULOUS MYCOBACTERIAL DISEASES
",3/E,2020,35.00%,INR,5250,MEDICAL,PULMONARY AND RESPIRATORY MEDICINE,PG
9788180614194,TK INDRANI,RESEARCH METHODOLOGY FOR NURSES,1/E R.P.,2006,37.50%,INR,295,NURSING,NURSING RESEARCH AND STATISTICS,NURSING CLINICAL
9789390595754,HARESH U DOSHI,CLINICAL CASES IN OBSTETRICS & GYNECOLOGY,6/E,2022,35.00%,INR,495,MEDICAL,OBSTETRICS AND GYNECOLOGY,PG
9789351521846,ABHA NARWAL,"MSC NURSING ENTRANCE EXAM GUIDE (USEFUL FOR AIIMS, RAK, JAMIA HAMDARD, POST BASIC BSC NURSING)",4/E,2021,37.50%,INR,1295,NURSING,MULTI SUBJECT,NURSING CLINICAL
9789386150196,NANDA MAHESHWARI,CLINICAL BIOCHEMISTRY,2/E,2017,35.00%,INR,650,ALLIED,CLINICAL BIOCHEMISTRY,ALLIED
9789350901809,CECY CORREIA,PRINCIPLES & PRACTICE OF NURSING ART OF NURSING PROCEDURES VOL.1.,1/E,2013,37.50%,INR,550,NURSING,NURSING PRACTICE AND PROCEDURES,NURSING BASIC
9788180612145,JACOB ANTHIKAD,BIOCHEMISTRY FOR NURSES,2/E R.P.,2008,37.50%,INR,550,NURSING,BIOCHEMISTRY,NURSING BASIC
9789352500277,DIPALI J TRIVEDI,KAPUR & SURI'S BASIC HUMAN GENETICS,3/E,2016,30.00%,INR,350,MEDICAL,ANATOMY,UG BASIC
9789390595044,SATISH GUPTE,THE SHORT TEXTBOOK OF MEDICAL LABORATORY FOR TECHNICIANS,3/E,2021,35.00%,INR,495,ALLIED,GENERAL,ALLIED
9789385891823,GD MOGLI,MEDICAL RECORDS ORGANIZATION AND MANAGEMENT,2/E,2016,35.00%,INR,1195,ALLIED,HOSPITAL MEDICAL RECORDS MANAGEMENT,ALLIED
9789354651205,GAUTAM SARKER,COMMUNITY MEDICINE BUSTER,3/E,2022,35.00%,INR,995,MEDICAL,COMMUNITY MEDICINE (PSM),UG BASIC
9789352702930,ADARSH PAL VIG,ENVIRONMENTAL HYGIENE FOR NURSING STUDENTS AS PER INC SYLLABUS,1/E,2018,37.50%,INR,295,NURSING,ENVIRONMENTAL SCIENCES AND HYGIENE,NURSING BASIC
9789352704774,NARENDRA MALHOTRA,JEFFCOATE'S PRINCIPLES OF GYNAECOLOGY,9/E,2019,35.00%,INR,4750,MEDICAL,OBSTETRICS AND GYNECOLOGY,PG
9789386322968,PRAKASH SHASTRI,ICU MANUAL FOR NURSES:UNDER THE AEGIS OF (ISCCM),1/E,2017,37.50%,INR,695,NURSING,MEDICAL SURGICAL NURSING - CRITICAL CARE NURSING,NURSING CLINICAL
9789352703777,RAJESH KUMAR SHARMA,CLINICAL RECORD BOOK OF MEDICAL-SURGICAL NURSING FOR BSC 2ND YEAR AS PER INC GUIDELINES,1/E,2018,37.50%,INR,650,NURSING,CLINICAL RECORD BOOK,NURSING CLINICAL
9789352707010,HIRALAL KONAR,"DUTTA’S BEDSIDE CLINICS AND VIVA-VOCE IN OBSTETRICS & GYNECOLOGY
",7/E,2019,35.00%,INR,995,MEDICAL,OBSTETRICS AND GYNECOLOGY,UG CLINICAL
9789390595730,K SURENDRA MENON,HANDBOOK ON CLINICAL APPROACH TO RESPIRATORY MEDICINE,2/E,2022,35.00%,INR,1450,MEDICAL,PULMONARY AND RESPIRATORY MEDICINE,PG
9789351524083,BASAVANTHAPPA BT,NURSING ADMINISTRATION,3/E,2014,37.50%,INR,1250,NURSING,NURSING MANAGEMENT AND ADMINISTRATION,NURSING CLINICAL
9789386150653,PR NALINI,PRINCIPLES OF SOCIOLOGY FOR GRADUATE NURSES (AS PER REVISED IN SYLLABUS),1/E,2017,37.50%,INR,495,NURSING,SOCIOLOGY,NURSING BASIC
9789351526377,JC HELEN SHAJI,FUNDAMENTALS OF NURSING:CLINICAL PROCEDURE MANUAL,1/E,2015,37.50%,INR,450,NURSING,FUNDAMENTALS OF NURSING,NURSING BASIC
9789352706693,PARANJAY PRAJAPATI,ESSENTIAL MANUAL OF PRECLINICAL PROSTHODONTICS,1/E,2019,35.00%,INR,950,DENTISTRY,PRELCLINICAL PROSTHODONTICS,DENTISTRY BASIC
9788194802860,K MOHAN RAJ,EXAM PREPARATORY MANUAL FOR UNDERGRADUATES OPHTHALMOLOGY,2/E,2021,35.00%,INR,695,MEDICAL,OPHTHALMOLOGY,UG CLINICAL
9789354650819,AK DEWAN,ESSENTIALS OF ORAL CANCER,1/E,2022,45.00%,INR,1595,MEDICAL,ONCOLOGY,P&R
9789352705283,VIVEK PANDEY,MANIPAL MANUAL OF ORTHOPAEDICS,1/E,2019,30.00%,INR,1095,MEDICAL,ORTHOPEDICS,UG CLINICAL
9789386056054,BIJAYALAKSHMI DASH,A COMPREHENSIVE TEXTBOOK OF COMMUNITY HEALTH NURSING (AS PER INC SYLLABUS),1/E,2017,37.50%,INR,1195,NURSING,COMMUNITY HEALTH NURSING,NURSING BASIC
9789390595853,HV NEMA,RECENT ADVANCES IN OPHTHALMOLOGY 15,1/E,2022,35.00%,INR,1395,MEDICAL,OPHTHALMOLOGY,PG
9789390020089,CLEMENT I,NURSING SOLVED QUESTION PAPERS FOR BSC NURSING 4TH YEAR 2019-2014,5/E,2021,37.50%,INR,695,NURSING,MULTI SUBJECT,NURSING CLINICAL
9789350900826,SUBRATA SARKAR,PHARMACOLOGY FOR GRADUATE NURSES,1/E,2013,37.50%,INR,695,NURSING,PHARMACOLOGY,NURSING BASIC
9789352703449,CLEMENT I,BASIC CONCEPTS OF NURSING PROCEDURES,3/E,2018,37.50%,INR,1250,NURSING,NURSING PRACTICE AND PROCEDURES,NURSING BASIC
9789350255605,AMROHIT,THE POCKETBOOK FOR PHYSIOTHERAPISTS,2/E,2012,35.00%,INR,650,ALLIED,GENERAL,ALLIED
9789386261021,SUBHAL DIXIT,PRINCIPLES IN CRITICAL CARE NUTRITION,1/E,2019,30.00%,INR,1395,MEDICAL,CRITICAL CARE,PG
9788184486278,LEENA MYRTLE GOMEZ,GERIATRIC NURSING,1/E,2009,37.50%,INR,395,NURSING,MEDICAL SURGICAL NURSING - GERIATRIC NURSING,NURSING CLINICAL
9789386150882,NEELAM RAI,TEXTBOOK FOR OPERATION THEATER TECHNICIANS (AS PER PARAMEDICAL COUNCIL SYLLABUS),1/E,2017,35.00%,INR,750,ALLIED,OPERATION THEATER TECHNICIAN,ALLIED
9789389776416,BASAVANTHAPPA BT,MANAGEMENT OF NURSING SERVICES & EDUCATION,2/E,2020,37.50%,INR,895,NURSING,NURSING MANAGEMENT AND ADMINISTRATION,NURSING CLINICAL
9789352705924,BRATATI BANERJEE,DK TANEJA'S HEALTH POLICIES PROGRAMMES IN INDIA,16/E,2019,35.00%,INR,1095,MEDICAL,COMMUNITY MEDICINE (PSM),PG
9789389776164,JYOTI V DUBE,"CASE BOOK FOR MIDWIFERY AND OBSTETRIC NURSING FOR BASIC BSC NURSING
",2/E,2020,37.50%,INR,650,NURSING,MIDWIFERY AND OBSTETRICAL NURSING,NURSING CLINICAL
9789354654138,NAVNEET TOSHNIWAL,PHACO MACHINES AND ITS APPLICATIONS,1/E,2022,45.00%,INR,1350,MEDICAL,OPHTHALMOLOGY,P&R
9789389188622,RIMPI GUPTA,"CM FRANCIS MEDICAL ETHICS
",4/E,2020,35.00%,INR,395,MEDICAL,MEDICAL EDUCATION,UG BASIC
9789351528173,K CHAITRA,TEXTBOOK OF PATHOLOGY AND GENETICS FOR BSC NURSING STUDENTS,1/E,2016,37.50%,INR,750,NURSING,PATHOLOGY AND GENETICS,NURSING BASIC
9789352705726,ANJALI GUPTA,MIDWIFERY CASE RECORD FOR AUXILIARY NURSE AND MIDWIFERY  (IN HINDI),2/E,2021,37.50%,INR,450,NURSING,MIDWIFERY NURSING,NURSING CLINICAL
9789386150349,GEETHA N,PRACTICAL PHYSIOLOGY,1/E,2017,30.00%,INR,795,MEDICAL,PHYSIOLOGY,UG BASIC
9789352707034,SK GUPTA,"TEXTBOOK OF PHARMACOVIGILANCE: ENSURING THE SAFE USE OF MEDICINE
",2/E,2019,35.00%,INR,1995,ALLIED,PHARMACOLOGY,ALLIED
9789351525899,CLEMENT I,TEXTBOOK ON WARD MANAGEMENT IN NURSING PRACTICE,1/E,2015,37.50%,INR,595,NURSING,ADMINISTRATION AND WARD MANAGEMENT,NURSING CLINICAL
9788194709084,BASAVANTHAPPA BT,ESSENTIALS OF MEDICAL SURGICAL NURSING,2/E,2021,37.50%,INR,1095,NURSING,MEDICAL SURGICAL NURSING,NURSING CLINICAL
9789350902622,MUKESH CHANDRA SHARMA,TEXTBOOK OF NURSING EDUCATION,1/E,2013,37.50%,INR,650,NURSING,COMMUNICATION AND EDUCATIONAL TECHNOLOGY,NURSING BASIC
9789351528463,AJAY KUMAR SINGH,ANATOMY & PHYSIOLOGY FOR PARAMEDICS AND NURSES,2/E,2015,35.00%,INR,450,ALLIED,ANATOMY,ALLIED
9789351525073,ARJITA SENGAR,MENTAL HEALTH AND PSYCHIATRIC NURSING SOLVED QUESTION BANK(AS PER THE SYLLABUS OF INC FOR GNM) (IN H,1/E,2015,37.50%,INR,250,NURSING,MENTAL HEALTH (PSYCHIATRIC) NURSING,NURSING CLINICAL
9788184488869,K THAYALAN,TEXTBOOK OF RADIOLOGICAL SAFETY,1/E,2010,35.00%,INR,995,MEDICAL,RADIOLOGY,PG
9789351521952,ELAKKUVANA BHASKARA RAJ D,NURSING INFORMATICS,1/E,2014,37.50%,INR,450,NURSING,ADVANCED NURSING PRACTICE,NURSING CLINICAL
9789351525110,ARJITA SENGAR,FUNDAMENTAL OF NURSING SOLVED QUESTION BANK (AS PER THE SYLLABUS OF INC FOR GNM) (IN HINDI),1/E,2015,37.50%,INR,250,NURSING,FUNDAMENTALS OF NURSING,NURSING BASIC
9789352705504,SURESHWAR PANDEY,CLINICAL ORTHOPAEDIC DIAGNOSIS,4/E,2019,35.00%,INR,2395,MEDICAL,ORTHOPEDICS,PG
9789352705252,SINGI YATIRAJ,OTORHINOLARYNGOLOGY SOLVED QUESTION PAPERS,3/E,2018,35.00%,INR,650,MEDICAL,OTORHINOLARYNGOLOGY/ HEAD AND NECK SURGERY,UG CLINICAL
9789351528654,JACINTHA D'SOUZA,MANUAL OF COMMUNITY HEALTH NURSING PRACTICE,1/E,2015,37.50%,INR,295,NURSING,COMMUNITY HEALTH NURSING,NURSING BASIC
9789386150639,AJESH KUMAR TK,APPLICATION OF NURSING THEORIES,1/E,2017,37.50%,INR,495,NURSING,NURSING THEORIES,NURSING BASIC
9789354652400,ASHISH KAKKAD,FUNDAMENTALS OF ELECTROTHERAPY & BIOMEDICAL PHYSICS,2/E,2022,35.00%,INR,495,ALLIED,ELECTROTHERAPY,ALLIED
9789351525028,ARJITA SENGAR,"ANATOMY,PHYSIOLOGY AND MICROBIOLOGY SOLVED QUESTION BANK(AS PER THE SYLLABUS OF INC FOR GNM)(IN HIND",1/E,2015,37.50%,INR,250,NURSING,ANATOMY,NURSING BASIC
9789389587241,PUNEET KHANNA,LONG AND SHORT CASES IN ANESTHESIOLOGY,1/E,2021,35.00%,INR,1095,MEDICAL,ANESTHESIOLOGY,PG
9789350259658,VV PILLAY,MODERN MEDICAL TOXICOLOGY,4/E,2013,35.00%,INR,1750,MEDICAL,FORENSIC MEDICINE AND TOXICOLOGY,PG
9789350903506,ANSHUL JAIN,ESSENTIALS OF ANESTHESIA & CRITICAL CARE,1/E,2015,30.00%,INR,850,MEDICAL,ANESTHESIOLOGY,UG CLINICAL
9789386261809,PRAMILA V YADAV,PRACTICAL PHARMACOLOGY,5/E,2017,30.00%,INR,350,MEDICAL,PHARMACOLOGY,UG BASIC
9789351525042,ARJITA SENGAR,COMMUNITY HEALTH NURSING II SOLVED QUESTION BANK (AS PER THE SYLLABUS OF INC FOR GNM) (HINDI),1/E,2015,37.50%,INR,250,NURSING,COMMUNITY HEALTH NURSING,NURSING BASIC
9789350905135,VARUN MALHOTRA,"HANDBOOK OF MEDICAL SOCIOLOGY FOR NURSING,PHYSIOTHERAPY AND PARAMEDICAL STUDENTS",1/E,2013,37.50%,INR,395,NURSING,SOCIOLOGY,NURSING BASIC
9789352703388,PRAVEEN SIDDAPPA PATEEL,COMMUNITY HEALTH NURSING PRACTICAL RECORD BOOK FOR GENERAL NURSING AND MIDWIFERY,1/E,2018,37.50%,INR,550,NURSING,CLINICAL RECORD BOOK,NURSING CLINICAL
